ID,상호명,주소,전화,웹사이트,이메일,업종,상태,등록일,최종발송일
125,동천건설기계,대한민국 경기도 성남시 중원구 은행2동 550,031-743-3178,,,기계설비 전문건설,new,2026-05-24 11:29:48,
126,은도건설기계,대한민국 경기도 성남시 수정구 태평동 6523번지 1016호,031-721-5005,,,기계설비 전문건설,new,2026-05-24 11:29:48,
127,한국건설기계산업협회,대한민국 경기도 성남시 분당구 운중로 135 더원스퀘어 10층,031-713-0588,http://www.kocema.org/,,기계설비 전문건설,new,2026-05-24 11:29:48,
128,(주)뉴세기건설,대한민국 성남시 수정구 오야동 223-5번지 1층 성남시 경기도 KR,,,,기계설비 전문건설,new,2026-05-24 11:29:48,
129,지강건설,대한민국 경기도 성남시 분당구 석운동 85-8,031-718-9681,,,기계설비 전문건설,new,2026-05-24 11:29:48,
130,이지건설(주),대한민국 성남시 중원구 금광동 2500번지 상가 117호 성남시 경기도 KR,,,,기계설비 전문건설,new,2026-05-24 11:29:48,
131,협성기전,대한민국 경기도 성남시 분당구 대왕판교로 670 KR 유스페이스2 B동 409호,070-4397-1751,http://www.hyupsungme.com/,,기계설비 전문건설,new,2026-05-24 11:29:48,
132,경기소방전기(주),대한민국 경기도 성남시 분당구 궁내동 205-20,031-713-3550,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
133,성남소방서,대한민국 경기도 성남시 수정구 제일로 111,031-720-0119,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
134,성남소방전기,대한민국 경기도 성남시 수정구 공원로339번길 22,031-744-8602,http://www.sungnamfire.co.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
135,(주)한국소방,대한민국 경기도 성남시 분당구 야탑동,031-781-7199,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
136,에듀윌 국비교육원 성남센터 (국비지원 자격증 전기/컴퓨터학원),"대한민국 경기도 성남시 성남대로 1129 하나빌딩 6층, 7층 에듀윌 국비교육원 성남센터",031-604-0600,https://snh.eduwill.net/,hrdnet_sn@eduwill.net,전기 설비 설계,new,2026-05-24 11:29:48,
137,성남전기공업,대한민국 성남시,031-731-8459,,,전기 설비 설계,new,2026-05-24 11:29:48,
138,(주)피디씨,대한민국 경기도 성남시 중원구 상대원동 190-1 테크동 602호,031-721-4041,https://epdc.co.kr/,pdc@epdc.co.kr,전기 설비 설계,new,2026-05-24 11:29:48,
139,대영유비텍(주),"대한민국 경기도 성남시 수정구 성남대로 1522 청림빌딩 2층, 4-5층",070-7432-3000,http://www.dyeng.net/,datec@dyeng.net,전기 설비 설계,new,2026-05-24 11:29:48,
140,서울샤프중공업,대한민국 경기도 성남시 중원구 상대원1동 135-4,031-750-8000,http://seoulsharp.co.kr/,hic@seoulsharp.co.kr,전기 설비 설계,new,2026-05-24 11:29:48,
141,정안전기,대한민국 서울특별시,02-557-3161,,,전기 설비 설계,new,2026-05-24 11:29:48,
142,한국전기공업협동조합,대한민국 경기도 성남시 분당구 야탑동 191,031-724-6100,http://www.kemc.co.kr/,admin@kemc.co.kr,전기 설비 설계,new,2026-05-24 11:29:48,
143,조영일렉컴(주),대한민국 경기도 성남시 분당구 서현1동 246-2,031-705-5005,,,전기 설비 설계,new,2026-05-24 11:29:48,
144,미래전력,대한민국 경기도 성남시 중원구 상대원동 311-3,031-737-2290,,,전기 설비 설계,new,2026-05-24 11:29:48,
145,누수탐지,대한민국 경기도 성남시 중원구 성남동 2437번지 1층,010-4840-5700,http://naver.me/GLKrQ1Fc,,배관 설계 전문,new,2026-05-24 11:29:48,
146,이에코건설,대한민국 경기도 성남시 분당구 하오개길 362 KR,02-3431-8600,https://blog.naver.com/y0482,,배관 설계 전문,new,2026-05-24 11:29:48,
147,"에어컨설치,수리",대한민국 경기도 성남시 수정구 신흥3동,070-4982-6598,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
148,LG전자에어컨 원일공조,대한민국 경기도 성남시 분당구 야탑동 148,031-274-7777,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
149,하나유통,대한민국 경기도 하남시 광암동 16-3,010-6344-7589,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
150,(주)솔로이엔씨,대한민국 성남시,031-777-5588,http://www.soloenc.co.kr/,soloenc@chol.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
151,현대닥트,대한민국 경기도 성남시 중원구 성남동 3761,031-754-2003,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
152,성남시스템에어컨,대한민국 경기도 성남시 중원구 은행동 1922번지 고운빌라 201호,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
153,중원닥트,대한민국 경기도 성남시 중원구 중앙동,031-304-6186,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
154,에이치에스테크 주식회사,대한민국 경기도 성남시 분당구 삼평동 226,070-4346-1840,http://www.hs-tech.co.kr/,hs-tech@hs-tech.co,HVAC 설계 전문,new,2026-05-24 11:29:48,
155,LG시스템에어컨 AT공조,"511호 루체스타비즈 151-34 영천동, 화성시 경기도 대한민국",1899-3401,https://www.atair.kr/,kakaim01@naver.co,HVAC 설계 전문,new,2026-05-24 11:29:48,
156,형제에어컨,대한민국 경기도 성남시 중원구 은행동 번지 201호 1961-1 성은빌라,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
157,(주)엠투엠테크,"대한민국 성남시 수정구 청계산로 686 533,534,723,724호",031-5182-9070,https://www.m2mtech.co.kr/,info@m2mtech.co.kr,HVAC 설계 전문,new,2026-05-24 11:29:48,
158,M2MTech,대한민국 경기도 성남시 수정구 대왕판교로 815,031-5182-9070,https://m2mtech.co.kr/,info@m2mtech.co.kr,HVAC 설계 전문,new,2026-05-24 11:29:48,
159,회사,대한민국 경기도 성남시 중원구 둔촌대로388번길,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
160,성남닥트,대한민국 경기도 성남시 중원구 상대원동 279 1번지 108동 1009호,,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
161,이경용건축사사무소,"대한민국 경기도 성남시 분당구 벌말로40번길 4-1 301(야탑동, 두양빌딩",031-8016-5900,https://www.gyongle.com/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
162,BIM,대한민국 경기도 성남시 중원구 금광동 광명로 377 신구대학) 창업관 610호 KR,031-8039-6220,http://www.raonbim.com/,moon@raonbim.com,건축사사무소 BIM,new,2026-05-24 11:29:48,
163,스페이스반건축사사무소,대한민국 경기도 성남시 분당구 분당동 107-1번지 KR,02-546-3548,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
164,명건축사사무소,대한민국 경기도 성남시 중원구 하대원동 148-6,031-752-2442,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
165,엠에이스튜디오 건축사사무소,대한민국 경기도 성남시 중원구 양현로 411 씨티오피스타워 1007호,031-756-1333,https://www.ma-s.co.kr/,,건축사사무소 BIM,new,2026-05-24 11:29:48,
166,(주)리종합건축사사무소,대한민국 경기도 성남시 분당구 야탑1동 360-3,031-707-7079,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
167,대만종합건설,대한민국 성남시 분당구 삼평동 645번지 7층 성남시 경기도 KR,02-554-0093,,,종합건설 설계팀,new,2026-05-24 11:29:48,
168,CS건축레하우,대한민국 경기도 성남시 분당구 운중로225번길 58-6 1F KR,031-707-9587,,,종합건설 설계팀,new,2026-05-24 11:29:48,
169,경기도건설지부,"대한민국 경기도 성남시 중원구 사기막골로 148 중앙이노테크 106호, 107호",031-722-2929,,,종합건설 설계팀,new,2026-05-24 11:29:48,
170,(주)메타종합건설,대한민국 경기도 성남시 분당구 운중동 109 10번지 202호,,,,종합건설 설계팀,new,2026-05-24 11:29:48,
171,(주)중앙종합건설,대한민국 성남시,031-723-0500,,,종합건설 설계팀,new,2026-05-24 11:29:48,
172,(주)케이종합건설,대한민국 경기도 성남시 중원구 여수동 215,031-759-5223,,,종합건설 설계팀,new,2026-05-24 11:29:48,
173,더본종합건설(주),대한민국 경기도 성남시 분당구 야탑동 537-2,031-781-7076,http://www.thebon.co.kr/,,종합건설 설계팀,new,2026-05-24 11:29:48,
174,하나종합건설(주),대한민국 경기도 성남시 중원구 하대원동 101,031-721-2588,,,종합건설 설계팀,new,2026-05-24 11:29:48,
175,한남종합건설,대한민국 경기도 성남시 중원구 상대원1동,031-734-6892,,,종합건설 설계팀,new,2026-05-24 11:29:48,
176,세종종합건설,대한민국 성남시 중원구 하대원동 132-9번지 2층 성남시 경기도 KR,031-742-7712,,,종합건설 설계팀,new,2026-05-24 11:29:48,
177,덕산종합건설(주),대한민국 경기도 성남시 중원구 상대원동 442-17,031-722-2808,,,종합건설 설계팀,new,2026-05-24 11:29:48,
178,세광건설(주),대한민국 경기도 성남시 수정구 복정동 663 8번지,031-755-5711,,,종합건설 설계팀,new,2026-05-24 11:29:48,
179,(주)티디에이종합건설,대한민국 경기도 성남시 분당구 수내1동 5-2,031-713-3150,http://www.tdacon.co.kr/,,종합건설 설계팀,new,2026-05-24 11:29:48,
180,(주)리보종합건설,대한민국 성남시,031-786-0404,,,종합건설 설계팀,new,2026-05-24 11:29:48,
181,(주)지원종합건축사사무소,대한민국 경기도 성남시 수정구 위례서일로 34 위례성희프라자 7층 KR,070-4667-5400,http://www.gwon.co.kr/,gwonarch@gmail.com,종합건설 설계팀,new,2026-05-24 11:29:48,
182,(주)율전종합건설,대한민국 서울특별시,02-486-1584,,,종합건설 설계팀,new,2026-05-24 11:29:48,
183,(주)한남종합건설,대한민국 경기도 용인시 처인구 김량장동 336-10,031-322-3921,,,종합건설 설계팀,new,2026-05-24 11:29:48,
184,유진종합건설,대한민국 용인시,031-265-3811,,,종합건설 설계팀,new,2026-05-24 11:29:48,
185,가우건축사사무소,대한민국 경기도 성남시 중원구 하대원동 101,031-733-8586,,,건축 설계 사무소,new,2026-05-24 11:29:48,
186,이상건축사사무소,대한민국 경기도 성남시 분당구 궁내동 198-47,031-722-1944,,,건축 설계 사무소,new,2026-05-24 11:29:48,
187,건축사사무소도시건축,대한민국 경기도 성남시 수정구 복정동 694,031-781-7288,,,건축 설계 사무소,new,2026-05-24 11:29:48,
188,승우건축,대한민국 경기도 성남시 분당구 판교동 515-1,031-8016-2158,http://swarch.co.kr/,,건축 설계 사무소,new,2026-05-24 11:29:48,
189,이지건축사사무소,"황새울로 307, 803호, Bundang-gu, Seongnam-si, Gyeonggi-do, 대한민국",070-7504-6077,http://ezhouse.imweb.me/,ezhouse2000@naver.com,건축 설계 사무소,new,2026-05-24 11:29:48,
190,이펙투스건축사사무소,대한민국 경기도 성남시 수정구 별실 청계산로4길 63 2층,02-3446-8808,https://hi-effect.co.kr/,,건축 설계 사무소,new,2026-05-24 11:29:48,
191,거림건축사사무소,대한민국 경기도 성남시 수정구 태평2동 3307-150,031-757-5858,http://www.gurlim.com/,,건축 설계 사무소,new,2026-05-24 11:29:48,
192,오앤에이 건축사사무소,대한민국 경기도 성남시 중원구 창업관 광명로 377 308호,031-745-0106,http://www.ona-architects.com/,,건축 설계 사무소,new,2026-05-24 11:29:48,
193,세영이앤씨 건축사사무소,대한민국 경기도 성남시 중원구 성남동 광명로 132 만오빌딩 4층 7호,070-7008-7600,,,건축 설계 사무소,new,2026-05-24 11:29:48,
194,나눔건축설계사무소,대한민국 경기도 성남시 중원구 성남동,031-752-8855,,,건축 설계 사무소,new,2026-05-24 11:29:48,
195,키움건축사사무소,대한민국 경기도 성남시 분당구 운중로 122 5F KR,031-8017-0343,http://kiium.co.kr/,amc@kiium.co.kr,건축 설계 사무소,new,2026-05-24 11:29:48,
196,(주)혜원까치종합건축사사무소,대한민국 경기도 성남시 수정구 태평동,031-722-2640,,,건축 설계 사무소,new,2026-05-24 11:29:48,
197,더베스트종합건축사사무소,대한민국 경기도 성남시 분당구 야탑동 290-2번지 4층 4호 KR,031-702-5706,,,건축 설계 사무소,new,2026-05-24 11:29:48,
198,(주)상승엔지니어링종합건축사사무소,대한민국 경기도 성남시 장미로 86 이코노샤르망 705호,031-568-3399,http://sangseung.kr/,ssa@sangseung.kr,건축 설계 사무소,new,2026-05-24 11:29:48,
199,오라건축사사무소,대한민국 경기도 성남시 중원구 양현로 411 시티오피스타워 608호 KR,031-722-2256,https://m.blog.naver.com/,,건축 설계 사무소,new,2026-05-24 11:29:48,
200,미강종합건설(주),대한민국 경기도 성남시 분당구 궁내동 198-47,031-712-7444,,,종합건설회사,new,2026-05-24 11:29:48,
201,올림종합건설(주),대한민국 경기도 성남시 분당구 운중동 35-12,031-262-0008,http://www.ollim.co.kr/,,종합건설회사,new,2026-05-24 11:29:48,
202,(주)대신종합건설,대한민국 경기도 성남시 수정구 금토동 294-4,031-704-1122,,,종합건설회사,new,2026-05-24 11:29:48,
203,(주)한단종합건설,대한민국 경기도 성남시 수정구 복정동 664-2,031-752-5902,,,종합건설회사,new,2026-05-24 11:29:48,
204,(주)전도종합건설,대한민국 경기도 성남시 분당구 야탑동,031-757-1538,,,종합건설회사,new,2026-05-24 11:29:48,
205,신원종합건설(주),대한민국 경기도 성남시 분당구 운중동,031-703-8119,,,종합건설회사,new,2026-05-24 11:29:48,
206,신서종합건설,대한민국 경기도 성남시 중원구 성남동 4164,031-752-8034,,,종합건설회사,new,2026-05-24 11:29:48,
207,옥부종합건설(주),대한민국 경기도 성남시 수정구 수진2동 4588,031-722-5751,,,종합건설회사,new,2026-05-24 11:29:48,
208,상림종합건설(주),대한민국 경기도 성남시 분당구 동원동 40-1,031-715-0027,,,종합건설회사,new,2026-05-24 11:29:48,
209,(주)우청종합건설,대한민국 경기도 성남시 수정구 수진동,031-722-1930,,,종합건설회사,new,2026-05-24 11:29:48,
210,신일종합건설,대한민국 경기도 성남시 중원구 성남동 2869,031-756-1755,,,종합건설회사,new,2026-05-24 11:29:48,
211,(주)영파워종합건설,대한민국 경기도 성남시 수정구 복정동 647,070-8891-4130,,,종합건설회사,new,2026-05-24 11:29:48,
212,엠에스종합건설(주),대한민국 경기도 성남시 분당구 정자동 17-5,031-8022-7000,,,종합건설회사,new,2026-05-24 11:29:48,
213,태승종합건설(주),대한민국 경기도 성남시 수정구 태평동 6940,031-752-1091,,,종합건설회사,new,2026-05-24 11:29:48,
214,진양기계설비,대한민국 경기도 수원시 장안구 율전동 288-3,02-477-3796,,,기계설비 설계 사무소,new,2026-05-24 11:29:48,
215,기계설비성능점검주식회사,대한민국 경기도 수원시 팔달구 경수대로 555,031-234-7799,,,기계설비 전문건설,new,2026-05-24 11:29:48,
216,경기소방설비,대한민국 경기도 수원시 팔달구 인계동 263,031-237-3521,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
217,소방점검 소방공사 (현대소방),대한민국 경기도 수원시 124번길 27-10 엘리시아IT타워,031-221-0119,https://hdfd119.co.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
218,경기도 소방재난본부,대한민국 경기도 수원시 팔달구 효원로 1,031-230-6623,https://119.gg.go.kr/,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
219,예가설비,대한민국 경기도 수원시 영통구 매탄동 1163-4,010-6276-7428,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
220,건축사사무소토방,대한민국 경기도 수원시 영통구 신동 486,031-695-6646,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
221,어방건축사사무소,대한민국 경기도 수원시 팔달구 인계동 1035,031-233-0920,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
222,경기방재설비,대한민국 경기도 수원시 장안구 정자2동 7-4,031-243-0399,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
